rank,plant_id,plant_name,state,latitude,longitude,capacity_mw,quality_tier,composite_score,pearson_r,pearson_p,r_squared,spearman_rho,annual_pearson_r,mean_performance_ratio,cv_performance_ratio,n_monthly_points,n_years,year_min,year_max,total_generation_gwh,mean_monthly_gen_mwh,spearman_p,regression_slope,regression_intercept,regression_stderr,annual_pearson_p,std_performance_ratio,annual_cf_trend
117,59562,Eastover Farm,NC,34.742222,-79.463056,5.0,Tier 2 (Good),0.8800666897089343,0.8827232748267063,7.851566341791685e-42,0.7792003799207848,0.8838216388216756,0.9868777492873524,1.1205775076657225,0.20495831176887233,124,11,2014,2024,93.53202999999999,754.290564516129,4.577162416267763e-42,0.0006829246885614064,54.180826649662805,3.291300085215947e-05,1.951066639921745e-08,0.22967167417733708,0.00521689705271897
118,58644,Silver State Solar Power South,NV,35.63,-115.32,260.1,Tier 2 (Good),0.8796849320009722,0.8924102626540229,4.046749327103092e-39,0.7963960768902222,0.8985010030881591,0.978016928793494,1.2089918152963517,0.19249426103634268,110,10,2015,2024,5905.82105,53689.28227272727,2.0553523055580835e-40,0.0010287105639626808,27.865911471036867,5.005066324378189e-05,9.9501259895084e-07,0.2327239860844577,0.015212738450852874
119,59603,Walters Solar (FLS 260),NC,34.496944,-79.048889,5.0,Tier 2 (Good),0.8789131132295169,0.886335747442869,6.510885581009563e-39,0.7855910571951094,0.8918174861933595,0.987680559714629,1.0529110696348474,0.18187461595895024,113,10,2015,2024,81.37407,720.1245132743363,4.8927813720963375e-40,0.0007183724830271044,41.96220841613473,3.562143257266505e-05,9.929036501279466e-08,0.19149779642876538,0.0077088598311885964
120,58135,Washington White Post Solar LLC,NC,35.5052,-76.8484,12.4,Tier 2 (Good),0.8787828534022298,0.8623739713401637,8.143155511911708e-44,0.7436888664450054,0.8652117996945584,0.9761831069321141,1.062577075386347,0.2111238312583691,145,13,2012,2024,249.10608000000002,1717.9729655172414,2.060078528433397e-44,0.0006339101639307129,51.791379778195974,3.1229975155418005e-05,1.202641307457864e-08,0.22433534316287845,0.0039037757425958936
121,58148,RE Kansas South LLC,CA,36.226111,-119.834167,20.0,Tier 1 (Excellent),0.8785097958720076,0.909549985910488,4.2763986901729654e-54,0.8272811768697689,0.904612476666721,0.8814025018299132,1.3139806118915511,0.22513194191514577,139,12,2013,2024,579.7100899999999,4170.576187050359,1.3726515305467123e-52,0.000898968018232867,57.723212008756946,3.5093543426690594e-05,0.00015093620963837042,0.29581900679399636,0.0032677114267011522
122,60108,"SID Solar I, LLC",NC,35.258647,-81.505606,5.0,Tier 2 (Good),0.8781277448494441,0.8852026830842257,2.360954904927952e-38,0.7835837901395121,0.8983003431793967,0.9924311388018757,1.0166610651208972,0.207662914471674,112,10,2015,2024,76.52607,683.2684821428572,4.3506584229918593e-41,0.0007279017638668114,34.98494693504807,3.6473597485290445e-05,1.4228207861752934e-08,0.21112279981288187,0.0070156067524560686
123,59102,Dragstrip Farm,NC,35.758056,-81.416111,5.0,Tier 2 (Good),0.8779857884702684,0.8766819116467869,2.904069397051216e-40,0.7685711742086646,0.8852616542514656,0.9981349445832793,1.1470996582439155,0.22699629288728768,123,11,2014,2024,91.95704,747.6182113821139,4.830169446258925e-42,0.0007389944331389841,48.297921161558335,3.6865078385279164e-05,3.050473092075455e-12,0.2603873699936434,0.008225394354503944
124,59722,Seville 1,CA,33.1125,-116.0139,20.0,Tier 2 (Good),0.8779744297226774,0.8936632296592363,1.1151929971193775e-38,0.7986339680449769,0.9103337239322835,0.9585808281580032,1.264322014895949,0.19940439225741094,109,10,2015,2024,498.90705,4577.12889908257,2.0719001886563503e-42,0.0012385242267329297,4.61842919515658,6.0404708194982475e-05,1.2247080530284594e-05,0.252111362997992,0.012127054448595544
125,59431,Sierra Solar Greenworks,CA,34.703611,-118.334167,20.0,Tier 2 (Good),0.8776484397948776,0.8937196545584073,2.165404416488285e-39,0.7987348209439988,0.8939837251763858,0.9547591786233091,0.9688460521297401,0.16254669455091092,110,10,2015,2024,368.44901999999996,3349.536545454545,1.906957881517334e-39,0.0007487406058973431,34.23450216174774,3.616617020170902e-05,1.735102345511148e-05,0.15748272330238877,0.006690496748304963
126,58332,Haynes Farm,NC,35.525833,-81.235278,5.0,Tier 2 (Good),0.8774662724652116,0.8753029355207675,4.098294089730326e-44,0.766155228931273,0.8738228137970517,0.9681883108144631,1.0113598347311747,0.21057126665398346,136,12,2013,2024,90.66210000000001,666.6330882352942,8.58416113282706e-44,0.0006392462423471931,44.69732120440854,3.0508526406259575e-05,2.432302795386258e-07,0.21296332144230684,0.003195555129801705
127,59575,Manway Solar Farm,NC,34.745833,-78.429444,5.0,Tier 2 (Good),0.8774509474682239,0.8947966029340914,2.8954360423948703e-39,0.8006609606223899,0.8761441853053475,0.9797955247852113,1.1559185225177375,0.18322302390191092,109,10,2015,2024,84.14602,771.9818348623852,1.0795173149307452e-35,0.0007220155677968033,53.55855994264164,3.482783888952809e-05,7.115403804623684e-07,0.211790887079929,0.012247145426871456
128,58615,Indianapolis Motor Speedway Solar PV,IN,39.79,-86.233611,9.0,Tier 1 (Excellent),0.8771062458276488,0.9042820950431191,4.907189394664713e-48,0.8177261074155726,0.8941486634970622,0.9355907437767876,1.0298550645560474,0.23887806977702125,127,11,2014,2024,137.55598999999998,1083.118031496063,1.915374813025034e-45,0.0007029957529103254,32.788066755243406,2.968629488360735e-05,2.328845758929359e-05,0.2460097899712382,0.001642747105760805
129,59899,"Choco Solar, LLC",NC,35.482032,-77.113067,5.0,Tier 2 (Good),0.8769740758250241,0.8849903726645381,1.1953940241107093e-40,0.783207959708918,0.8762783079333428,0.9685510304252628,1.2570465977953418,0.19321274245845727,121,11,2014,2024,99.924,825.8181818181819,6.594052989761714e-39,0.0008539758029707488,49.12191691281224,4.153706006290853e-05,9.704465850450818e-07,0.2428774205581113,0.007971127023661272
130,59604,Stagecoach Solar,NC,36.414722,-78.459722,5.0,Tier 2 (Good),0.8765643270026046,0.8916207557402318,4.930211657177664e-41,0.7949875720667822,0.8797524314765695,0.9907167077778437,1.0933358050163426,0.20844469811037483,116,10,2015,2024,82.48603,711.0864655172413,1.30369101652564e-38,0.0006272103179895613,55.46897489625255,2.9831197900798596e-05,3.21321565202823e-08,0.22790005180989517,0.004900776255707763
131,59521,Little River PV 1,NC,35.538889,-79.804167,5.0,Tier 2 (Good),0.8764689115684106,0.8924426847921765,1.9759829652115297e-38,0.796453945639068,0.8844303447750246,0.9727389301340434,1.0753739861505176,0.186086839969403,109,10,2015,2024,77.78605999999999,713.6335779816513,7.173872801378048e-37,0.0006583017531103636,51.23779993552577,3.232385047168722e-05,2.3381427192754735e-06,0.20011294686805037,0.01161447903694479
132,58812,Upchurch Solar Center LLC,NC,35.781944,-77.883889,5.0,Tier 2 (Good),0.8762843158571482,0.8750069928049314,2.6823964458992163e-39,0.7656372374575293,0.8873880358162632,0.9868152979826417,1.1028617862036154,0.2189248135793883,121,11,2014,2024,87.93504999999999,726.735950413223,7.89220080999685e-42,0.0006895130892667598,49.78721773693685,3.4970497823289426e-05,1.9930216771669504e-08,0.2414438109484577,0.007076994603569947
133,57883,Queen Creek Solar Farm,AZ,33.2675,-111.612222,19.0,Tier 2 (Good),0.8761312850563094,0.8640390058691907,4.607898188466255e-45,0.7465634036634193,0.8650386478175129,0.9443860620742485,1.2471395338886628,0.18035925936385871,147,13,2012,2024,593.1521,4035.048299319728,2.8024290272280682e-45,0.0008928211071221236,55.73481679981589,4.3199802651606676e-05,1.1997129391363388e-06,0.2249331626555472,0.0033668513353985593
134,58373,White River Solar,CA,35.871389,-119.4625,20.0,Tier 1 (Excellent),0.8759446868000589,0.9056602956833233,1.5813921699018853e-52,0.8202205711772046,0.9046242081704386,0.8776998073933528,1.307668382600436,0.22784234586028715,138,12,2013,2024,575.639,4171.297101449275,3.2065298050592597e-52,0.0008949204513853681,57.67195460825164,3.5926891993934405e-05,0.00017488130489810494,0.29794223189901087,0.00044652105884982303
135,58342,Wilson Farm 1,NC,35.803611,-77.873611,5.0,Tier 2 (Good),0.8757955430757511,0.8703057480106983,1.1544236074723137e-43,0.757432095020461,0.8746234204785047,0.9732755512386386,1.0435628221063131,0.2190655047195681,138,12,2013,2024,94.52808999999999,684.9861594202898,1.3441894699048136e-44,0.0005933466745558194,54.43552299665352,2.8792798323096453e-05,1.0264823604607046e-07,0.22860861633129634,0.0027769015231343995
136,59947,SR Camden,AR,33.631538,-92.703611,12.0,Tier 2 (Good),0.8757926310221681,0.8953597957888013,2.2061425529224185e-39,0.801669163914964,0.8880888339258652,0.9647429747295216,1.255510567475314,0.19584315691096435,109,10,2015,2024,220.89889000000002,2026.5953211009175,6.586332902901163e-38,0.0010171366864407169,28.327530869311516,4.8908569657500574e-05,6.478384653749086e-06,0.2458831530694418,0.008328643166828102
137,58091,Keystone Solar,PA,39.861111,-76.221111,5.0,Tier 2 (Good),0.8756453163599995,0.8477053267663193,4.895593494806659e-42,0.7186043210279921,0.8948437083604418,0.9861109703462935,1.0813321857652578,0.2629441675454198,148,13,2012,2024,93.47108,631.5613513513514,5.289047976243536e-53,0.000656403799892682,43.9838215799129,3.399448440221585e-05,6.312951747523541e-10,0.284329991426115,0.004048971348286416
138,59862,Fort Benning Solar Facility,AL,32.30404,-84.98993,30.0,Tier 2 (Good),0.8749126714635143,0.8885644923632412,5.312556109365133e-38,0.7895468570887445,0.8692150866462793,0.9852230932801016,1.0647890229180113,0.1806742813372507,109,10,2015,2024,482.885,4430.137614678899,1.6422218639700553e-34,0.0006007496414451699,60.079134230048794,2.998405631070658e-05,2.0492277119628838e-07,0.19237999149150503,0.00772734191227342
139,59082,Dennis Landfill,MA,41.693056,-70.145,5.0,Tier 2 (Good),0.8747098468311426,0.8940139070231867,2.323835846996165e-44,0.7992608659508632,0.9013941778127458,0.9584122864108773,1.048144303828072,0.2819034215619017,124,11,2014,2024,71.48807000000001,576.5166935483871,3.5777398445261155e-46,0.0006267416987542917,39.59379063407344,2.843678036237214e-05,3.3627430335133373e-06,0.29547546553975096,0.007740346616853466
140,58673,Gates Solar LLC,NC,36.450833,-76.803611,5.0,Tier 2 (Good),0.8746902720372607,0.8892144816761051,8.683683842403715e-38,0.7907023944225042,0.8873259563866249,0.9753197704721263,1.1776394950305404,0.20191332671598283,109,10,2015,2024,82.85604,760.1471559633027,2.0213996984375134e-37,0.0007784005901489787,47.1793114622474,3.889787056788218e-05,1.575629636518421e-06,0.23778110811374656,0.008352544624325447
141,59474,Apple Data Center PV3,NC,35.715,-81.15,17.5,Tier 2 (Good),0.8742759178218469,0.8864648902133206,1.3619597906680917e-37,0.7858200015809146,0.9007691594847559,0.978504471785885,1.2321489904060587,0.22831431184276266,109,10,2015,2024,313.20402,2873.4313761467893,1.492853030662113e-40,0.0008920274796561231,40.67349815401077,4.502090912912484e-05,9.101725301292092e-07,0.28131724883231407,0.008241872343790155
142,58349,Bolton Farm,NC,36.421617,-78.132311,5.0,Tier 2 (Good),0.873761046330114,0.8739770611481162,1.8640087143543594e-44,0.7638359034130981,0.873513513518636,0.9639968416492616,1.1520185367995195,0.23331849162712062,138,12,2013,2024,101.94208,738.7107246376812,2.3539423390158207e-44,0.0006438719114910719,59.75358624432239,3.0699897696312046e-05,4.4844942332869674e-07,0.26878722733254645,0.0035127790018200968
143,59930,"BG Stewart Solar Farm, LLC",NC,34.970486,-80.389622,5.0,Tier 2 (Good),0.873696675823063,0.8815075329856373,5.501653148548943e-37,0.7770555307104244,0.8827711506126299,0.9886132708438756,1.0841618770493704,0.19849888329159843,110,10,2015,2024,80.09904,728.173090909091,3.192960272348058e-37,0.0006921831623918486,48.29124510763701,3.567643713060566e-05,7.25483215324212e-08,0.21520492190162327,0.007377182786771827
144,58807,Boseman Solar Center LLC,NC,36.008056,-77.81,5.0,Tier 2 (Good),0.8735717704961089,0.8701774287311884,2.2073311192008466e-38,0.7572087574732225,0.8744614550873863,0.9959684055833884,1.111705977138609,0.2191850646385492,121,11,2014,2024,88.20703,728.9837190082644,3.418261776425742e-39,0.0006650537773589557,53.69098382734121,3.452168445559635e-05,9.762283498601161e-11,0.24366934645818752,0.00808964715649647
145,59762,"Broadway Solar Center, LLC",NC,34.309261,-78.831433,5.0,Tier 2 (Good),0.8725866811454219,0.8705711897156256,1.864747801848739e-38,0.7578941963628798,0.8796978729169487,0.9764129274390186,1.0596504223011611,0.20197288145355183,121,11,2014,2024,88.23502,729.215041322314,3.1796454642741288e-40,0.000735885965991255,40.85800721398199,3.812723834473913e-05,2.689772177941922e-07,0.21402064912563856,0.005950375674553756
146,59109,Spicewood Solar Farm LLC,NC,35.3025,-79.701667,5.0,Tier 2 (Good),0.8720282649387363,0.8773460384689669,2.3343394137900943e-41,0.7697360712171899,0.8658293688208997,0.9800464887742365,1.0731553689648239,0.21418655301211056,126,11,2014,2024,89.98473999999999,714.1646031746031,4.21308026774387e-39,0.0006534020547527047,51.24656583769972,3.209310145473424e-05,1.2736417353128505e-07,0.22985544932501534,0.005740894562058946
147,59781,Upper Blackstone (MA) Treasure Valley,MA,42.332831,-71.987633,5.0,Tier 2 (Good),0.8713550002866657,0.8860392763123328,3.2279716308126732e-43,0.7850655991680825,0.8867714837227577,0.9588986627131523,1.0189842862867402,0.2552807285878276,126,11,2014,2024,72.19302,572.9604761904762,2.215480155723966e-43,0.0006331588953397544,37.833795124773616,2.9751020141114864e-05,3.191611004744129e-06,0.2601270510228265,0.004500850975508508
148,58334,Lenoir Farm 2,NC,35.350081,-77.475106,5.0,Tier 2 (Good),0.8712510313806046,0.8801981375559729,3.507562537455457e-46,0.7747487613570033,0.8778249202934008,0.9177097624514451,1.0156633017092647,0.19935160190754014,139,12,2013,2024,93.65403,673.77,1.2363414757431878e-45,0.0006037852852655202,50.35705354540974,2.7814764660851746e-05,2.585101888365199e-05,0.20247410619444317,0.002546699077178529
149,58346,Dibrell Farm,NC,36.471667,-79.528056,5.0,Tier 2 (Good),0.8711831569420889,0.8731203525865955,1.5962953549067126e-45,0.7623391501009408,0.8748958749183591,0.9495556672831711,1.1699987562502991,0.22955292532855393,142,12,2013,2024,107.22008,755.070985915493,6.347851031822238e-46,0.0006553408592684073,60.87883230791614,3.092487405004636e-05,2.3628974554412695e-06,0.2685766371280259,0.001959486860171791
150,58713,North Star Solar,CA,36.73,-120.41,61.6,Tier 1 (Excellent),0.8711062749280988,0.9103596369203578,4.1106352262525763e-45,0.8287546685337657,0.9013966700860097,0.8844472030723057,1.223361290004879,0.16873021138374072,115,10,2015,2024,1377.57804,11978.93947826087,6.936501190874309e-43,0.0009038932769433428,44.28012264414727,3.865220824699463e-05,0.0006769723401296199,0.20641800906120897,0.0021122535621290297
151,58227,SEPV9 Power Plant,CA,34.192222,-116.090278,9.0,Tier 2 (Good),0.8706887967591586,0.8924351701937785,3.3633341168091607e-49,0.7964405329987984,0.8839179588006613,0.8680279394337034,1.2453732328196199,0.16674450965225798,139,12,2013,2024,278.11402000000004,2000.8202877697843,4.609524293977069e-47,0.0009960193941987324,40.63628210436505,4.302060234047047e-05,0.0002515724975561515,0.20765914904055482,0.0025170833732477563
152,58552,Indy Solar I,IN,39.662778,-85.985556,10.0,Tier 2 (Good),0.8705751398872459,0.8791703678871278,5.303869842824983e-44,0.7729405357707876,0.8726916587927782,0.9701403506932978,1.1305698915996885,0.2965940916482049,133,12,2013,2024,174.31602,1310.6467669172935,1.3039586337410484e-42,0.0007341713995319177,39.500078321650605,3.476630826921186e-05,1.7780222924059804e-07,0.33532035004381905,0.004111424306287321
153,58851,Oakboro Farm,NC,34.795833,-79.538333,5.0,Tier 2 (Good),0.8705673104446682,0.8775605698042017,9.246648024713627e-41,0.7701125536750753,0.8806986624704956,0.9509873106987093,1.0627708996386211,0.20127445444186856,124,11,2014,2024,88.50104,713.7180645161291,2.0934938581626495e-41,0.0007045681353467257,43.90944837129685,3.4851671283969115e-05,6.966952940949217e-06,0.21390863302145732,0.004915736820257368
154,58859,Erwin Farm,NC,35.333333,-78.661389,5.0,Tier 2 (Good),0.8704823848392157,0.8701518663420358,2.6377079745807525e-39,0.7571642704985281,0.883636323583035,0.972279150757257,0.9055979285565242,0.2209478989899055,124,11,2014,2024,74.47201000000001,600.5807258064517,5.015368012299154e-42,0.0005376351123071985,44.78633359027967,2.7565694978418155e-05,5.529887594086618e-07,0.20008995964417456,0.003974462432544625
155,59563,Foxfire Solar Farm,NC,35.220556,-79.551944,5.0,Tier 2 (Good),0.8701211893083193,0.8747068211802869,1.0424122172541397e-36,0.7651120230193224,0.8776812968672802,0.9939920881850367,1.2058197723554187,0.20762882840925564,113,10,2015,2024,89.65805,793.4340707964602,2.990153884417037e-37,0.0007309714651776744,57.496849385109655,3.844207439705286e-05,5.6589747776978415e-09,0.2503629466068709,0.005903109173931091
156,58986,"RE Old River One, LLC",CA,35.223333,-119.088889,20.0,Tier 2 (Good),0.8699529543987237,0.888942126896841,3.61933850212535e-42,0.7902181049718795,0.8956442216501828,0.9161524793431802,1.173370904828227,0.2131656989201885,121,11,2014,2024,462.33399,3820.9420661157023,1.0927007905862105e-43,0.0009347802120388258,33.616681029944885,4.41516099088517e-05,7.41563953802655e-05,0.250122429020323,0.004143724574512244
157,59944,"Conetoe II Solar, LLC",NC,35.822,-77.481,80.0,Tier 2 (Good),0.8699237414027298,0.8796984720053962,2.5059198706199532e-36,0.7738694016486288,0.8887797441867615,0.9649952989546239,1.1878364154566476,0.19377322694372587,109,10,2015,2024,1388.1640099999997,12735.449633027521,4.818640597326143e-38,0.0008630020087428572,39.430634210624504,4.509887890656567e-05,6.296841587394933e-06,0.23017089530430282,0.007739535336239103
158,58809,Littlefield Solar Center LLC,NC,35.433889,-77.438056,5.0,Tier 2 (Good),0.8693807697536056,0.8701712212248748,1.1385719782875695e-34,0.75719795424799,0.8881104624223891,0.9927609819573121,1.1114561658386708,0.21528674278951282,109,10,2015,2024,80.74304000000001,740.7618348623854,6.522417684611467e-38,0.0006858104932312451,52.41881556261066,3.754340788000464e-05,1.1910199613182595e-08,0.23928177769672804,0.009802803376228034
159,59427,Two Mile Solar,NC,36.223056,-76.461944,5.0,Tier 2 (Good),0.8692507536670805,0.884648115913321,3.0306248608233997e-39,0.7826022889889886,0.8819712814095939,0.9676658273340621,1.094344511227925,0.2120258111364584,115,10,2015,2024,81.19407,706.0353913043477,1.025303194514477e-38,0.0006332562990660171,54.55083256047621,3.139765574166911e-05,4.5991059437618255e-06,0.23202928265583192,0.0047574332364743325
160,58670,Turkey Branch Solar LLC,NC,34.524444,-79.104444,5.0,Tier 2 (Good),0.8691178930998422,0.8734648276889005,6.050736574062698e-40,0.7629408052096007,0.8774571203776553,0.9519540879992231,1.0204407809006084,0.19483612984427123,124,11,2014,2024,86.43903,697.0889516129032,9.703948036921018e-41,0.0006776341053978626,42.81092780486375,3.4197812072244754e-05,6.378531853845357e-06,0.19881873248594048,0.004418621834786219
161,58722,Charlotte Solar,NC,35.261944,-81.821667,5.0,Tier 2 (Good),0.8684228746061422,0.869913737323407,6.170907552586014e-35,0.7567499103839777,0.8933049913351174,0.9933357718197463,1.1344908563638172,0.23537439620860084,110,10,2015,2024,83.24006,756.7278181818182,2.641934988296318e-39,0.0007507093503617972,46.69342484720072,4.095531426917078e-05,8.560520226066326e-09,0.267030100320812,0.00956109312301093
162,58335,Marshville Farm,NC,34.988889,-80.383611,5.0,Tier 2 (Good),0.8684065521736102,0.8584091956560491,2.218668282873066e-40,0.7368663471868652,0.8642641309754777,0.9674927866842211,0.9893956069378252,0.2130850962074916,135,12,2013,2024,89.43106,662.4522962962963,1.6383473193129636e-41,0.0006157345894678396,45.843165824092964,3.1905207001204555e-05,2.706905041543325e-07,0.21082545809161604,0.0038831114091388065
163,58799,Pamlico Partners Solar,NC,35.501111,-76.87,5.0,Tier 2 (Good),0.8683859651232846,0.8572473233261931,2.7186795428015978e-39,0.7348729733499227,0.8614210615596554,0.9731575231779145,1.1044098544710301,0.21428681154706805,133,12,2013,2024,95.83203,720.5415789473684,4.549899434499913e-40,0.0006724280231527551,52.1309842166373,3.5423787253538844e-05,1.0491421467214859e-07,0.2366604663557585,0.005691620365935435
164,58985,"RE Kansas Solar, LLC",CA,36.247778,-119.833889,20.0,Tier 2 (Good),0.8683220410622094,0.8897288238088705,2.4283743348169906e-42,0.7916173799163162,0.8891478119496001,0.913342169413225,1.2390940125350307,0.21400818067237196,121,11,2014,2024,471.03905999999995,3892.8847933884294,3.2616850004432246e-42,0.0008683416074079257,50.39144942690277,4.084042165860322e-05,8.5658979051621e-05,0.26517625530465117,0.0037670745122457445
165,58810,Rams Horn Solar Center LLC,NC,35.64295,-77.31654,5.0,Tier 2 (Good),0.8681324178119892,0.864151782123364,2.727725088420123e-37,0.7467583025469859,0.8806665763446685,0.9758193159915043,1.0611913113499942,0.22158806837924314,121,11,2014,2024,84.50804,698.4135537190082,2.024452400419186e-40,0.0007084440811670503,42.39511206547745,3.781896799044905e-05,3.00551203318896e-07,0.23514733286288123,0.00606225404732254
166,59009,Hayworth Solar,CA,35.325278,-118.878611,27.0,Tier 2 (Good),0.8679954455163541,0.8947891710888799,2.9058130873933185e-39,0.8006476606979248,0.9015939208599759,0.9018413708069702,1.0491878636153087,0.17273947919253846,109,10,2015,2024,506.75203,4649.101192660551,9.767521668213062e-41,0.0009179615857300808,18.413599914858366,4.428152481963685e-05,0.0003602432554460525,0.1812361651360405,0.008489664017137383
167,58726,Flash Solar,NC,35.758056,-81.229444,5.0,Tier 2 (Good),0.8677595756007579,0.8720210155820034,2.708489252025238e-35,0.7604206516166686,0.8786906087917425,0.9891523162253077,1.0784653724160085,0.21284082302120189,110,10,2015,2024,77.43606,703.9641818181818,1.8101401650780333e-36,0.0006450909502986789,51.74166664207813,3.4842299522615745e-05,5.979454239997276e-08,0.22954145746489024,0.007855021447350214
168,59498,Tracy Solar,NC,35.7998,-78.1398,10.0,Tier 2 (Good),0.8677121075046685,0.8797835799242285,2.418436974372097e-36,0.7740191475042913,0.8778122458837522,0.9691860166542509,1.1126516418198098,0.20267643639290217,109,10,2015,2024,160.89103,1476.064495412844,5.470476993886659e-36,0.000676270174971082,53.00650779309821,3.532549977416246e-05,3.8003123560518924e-06,0.22550826971075086,0.006544688667496888
169,58879,Duplin Solar LLC,NC,35.011944,-78.078333,5.0,Tier 2 (Good),0.8659471872338116,0.8436370770667473,3.408086454405254e-37,0.7117235178017249,0.8601076046308356,0.9858877310681928,1.1087233716133638,0.20706710732693043,133,12,2013,2024,98.49812,740.5873684210526,4.08356127230897e-40,0.0006727941739814761,53.71558840248301,3.741067315320164e-05,4.305191143876483e-09,0.22958014138574057,0.005641961235111921
170,59174,Lewiston Solar,NC,36.141111,-77.211111,5.0,Tier 2 (Good),0.8656442916856087,0.8634301690810426,3.6563674968344908e-37,0.7455116568793179,0.875944993903265,0.9749039306068237,1.1315154802707048,0.23230894182159414,121,11,2014,2024,89.03004000000001,735.7854545454546,1.7633633854830907e-39,0.0006940293060631082,51.957188504663975,3.7171583001550235e-05,3.5478155141815726e-07,0.2628611638764403,0.009328559568285598
171,58717,"OCI Alamo 4, LLC",TX,29.33,-100.39,39.6,Tier 2 (Good),0.8648884017820395,0.8428170434453377,6.840027213436738e-35,0.7103405687219403,0.8811920122887864,0.9652235395950324,1.0305378836822858,0.14854859306192827,125,11,2014,2024,777.0803000000001,6216.642400000001,7.774705210658609e-42,0.0007978890514119673,32.82566346066319,4.594100351767244e-05,1.5185597734306852e-06,0.15308495271802064,0.007156764039313852
172,60135,"Cedar Solar, LLC",NC,34.915767,-77.775743,5.0,Tier 2 (Good),0.8647743855905381,0.8578575718157104,5.2863267435847546e-33,0.7359196135215468,0.8826138899533396,0.9896606199936804,1.140193186183087,0.19490211791816794,110,10,2015,2024,83.56107,759.646090909091,3.4178220832947233e-37,0.0007124041304395147,52.561665259853825,4.106458475613277e-05,4.93807187843573e-08,0.22222606682294763,0.008646864535768649
173,58972,Fort Huachuca Solar PV Project,AZ,31.555278,-110.35,17.7,Tier 2 (Good),0.864061718896609,0.8578962792881808,6.40240630255156e-36,0.7359860260165043,0.854371831377179,0.9633553524897742,0.9811162403406644,0.15975562925387388,121,11,2014,2024,367.97105000000005,3041.08305785124,2.4388969857933464e-35,0.0008322416588844498,24.935879463058797,4.588673109956683e-05,1.916539455199883e-06,0.15673884234681779,0.0157103311968067
174,59171,Windsor Solar,NC,36.016944,-76.883056,5.0,Tier 2 (Good),0.8638924408670898,0.8620168244964183,6.459298177921867e-37,0.7430730057148888,0.8743918073305575,0.9674014476810113,1.1783790772723477,0.22606273267124616,121,11,2014,2024,92.67987,765.9493388429752,3.525422354903475e-39,0.0007546744530986147,50.21806253639653,4.067947073311339e-05,1.1387061223313586e-06,0.26638759433080844,0.008402648401826484
175,59607,Maricopa West Solar,CA,35.115278,-119.317778,20.0,Tier 2 (Good),0.8637082762266914,0.8826060593088974,7.3285479474891665e-37,0.7789934559287808,0.8956352515985544,0.9376327962757027,1.139880481032485,0.22654423738385612,109,10,2015,2024,407.54806999999994,3738.9731192660547,1.9303474422749323e-39,0.0009514498554546288,26.593444633827716,4.899250861975218e-05,6.13654006904322e-05,0.2582333542842474,0.008739163899266643
176,58805,"Samarcand Solar Farm, LLC",NC,35.311667,-79.695,5.0,Tier 2 (Good),0.8635466663073339,0.8567457232665956,5.108374684528913e-36,0.734013234335602,0.8761549925484349,0.9778222166247966,1.0488122399074697,0.23280398167284005,121,11,2014,2024,85.00506,702.5211570247934,1.6045486011038197e-39,0.0006860886632464748,44.31252554135044,3.786036805825668e-05,2.0426681549922412e-07,0.2441676654776689,0.005753827314238276
177,59404,Searchlight Solar,NV,35.479722,-114.936111,17.5,Tier 2 (Good),0.8629807291983913,0.8263962616214302,1.8326637195024219e-31,0.6829307812218753,0.9229372713724424,0.9877649056509679,1.3207800128618383,0.23051544188196263,121,11,2014,2024,473.17204000000004,3910.5127272727277,3.6360097205217956e-51,0.000925336022035996,61.38661946097534,5.7798249534437165e-05,1.425679333570773e-08,0.30446018829371096,0.011364470734744706
178,58806,Albemarle Solar Center LLC,NC,35.293056,-77.556944,5.0,Tier 2 (Good),0.8628363221335664,0.8569186657275566,4.779574002450704e-36,0.7343095996722959,0.869045078737808,0.9767365322781097,1.1199658177183287,0.2242079969397322,121,11,2014,2024,89.83513,742.439090909091,3.574221244625768e-38,0.0007206778037081957,48.66405538348799,3.97389139969982e-05,2.52883412770183e-07,0.2511052926315957,0.007359667911996678
179,59526,Whitakers,NC,36.127222,-77.734444,12.0,Tier 2 (Good),0.8623632404291389,0.8715031916518937,6.802172273912182e-35,0.7595178130594374,0.8709758131776482,0.9756969536612636,1.332864221067647,0.22239256266067653,109,10,2015,2024,229.62402,2106.642385321101,8.346822395794658e-35,0.0008590289967730791,56.87301764791215,4.672920682111307e-05,1.4821718921700606e-06,0.29641908980196047,0.009193532355518655
180,57680,Arlington Valley Solar Energy II,AZ,33.305,-112.833888,129.0,Tier 2 (Good),0.8618290495250849,0.8313430458012209,2.8041119189145207e-37,0.6911312598020508,0.8763346033648699,0.9473840159349097,1.3049488474925788,0.1545189265535959,141,12,2013,2024,4081.7720199999994,28948.73773049645,6.199695433994464e-46,0.0009373897490203897,58.437442712873946,5.315198765266521e-05,2.9064855641267557e-06,0.2016392951219054,0.004369614306616538
181,60238,"McDonald Solar Farm, LLC",IN,39.59458,-87.474,5.2,Tier 2 (Good),0.8614229061135764,0.8847154105572536,2.9426746324055303e-37,0.7827213576774897,0.8835160863615741,0.9484349227443509,1.1211915972768203,0.255201265971767,109,10,2015,2024,76.37301999999998,700.6699082568806,4.954433586142249e-37,0.0008389696498766856,29.32651437695864,4.27325971600222e-05,2.905832202915885e-05,0.2861295150219521,0.008706801949952638
