rank,plant_id,plant_name,state,latitude,longitude,capacity_mw,quality_tier,composite_score,pearson_r,pearson_p,r_squared,spearman_rho,annual_pearson_r,mean_performance_ratio,cv_performance_ratio,n_monthly_points,n_years,year_min,year_max,total_generation_gwh,mean_monthly_gen_mwh,spearman_p,regression_slope,regression_intercept,regression_stderr,annual_pearson_p,std_performance_ratio,annual_cf_trend
227,59111,West Salisbury Farm LLC,NC,35.668333,-80.523611,5.0,Tier 2 (Good),0.8398610645290742,0.848094780718798,4.042434976626498e-32,0.719264757082466,0.8506630790006476,0.933629409279335,1.0420948555296226,0.22902012081108222,112,10,2015,2024,76.70107,684.8309821428572,1.703063201634101e-32,0.0006320554318112423,49.14116866865987,3.7649819902882016e-05,7.831853451911613e-05,0.23866068971000143,0.007165491905354921
228,58556,Indy Solar II,IN,39.662778,-85.985556,10.1,Tier 2 (Good),0.8393057020762034,0.8349949255374167,8.581079272427306e-36,0.6972165256732361,0.8299507630396704,0.9562552519635259,1.1094185106487278,0.3193347113940265,133,12,2013,2024,172.83901,1299.5414285714287,5.180638222955182e-35,0.0007161050116396981,39.356078732277226,4.1230947310740935e-05,1.1720611180293202e-06,0.3542758399132022,0.00348184304731843
229,57205,CM48,NV,35.7814,-114.9933,48.0,Tier 3 (Acceptable),0.8387215658458107,0.7554252581233305,1.3769769113559905e-33,0.5706673206107005,0.8288018683411692,0.9662526888514049,1.05692899733036,0.22459448842036334,175,15,2010,2024,1432.87105,8187.8345714285715,1.7290034267372074e-45,0.0005260880959518078,80.23257462939034,3.469292323149813e-05,4.917078524275901e-09,0.23738042745205976,0.002232501036230703
230,59366,G&S Wantage Solar LLC,NJ,41.189167,-74.591667,8.5,Tier 1 (Excellent),0.8355427140705106,0.9438404437650454,2.20958466592436e-64,0.8908347832865978,0.9555081318841864,0.5769127283315197,0.8083204179017297,0.21810968811982212,132,11,2014,2024,102.03804999999998,773.0155303030302,8.584267308798899e-71,0.0005285416510726059,27.082118738351454,1.622748059593029e-05,0.06314928066238507,0.17630251424943055,-0.0005627231216272301
231,58544,Mountain View Solar,NV,36.390556,-114.964444,20.0,Tier 2 (Good),0.8352479056170344,0.832685420941917,3.569605067174241e-35,0.6933650102492175,0.9067429155818066,0.8555395850897932,1.3500044014433354,0.23616096227385777,132,11,2014,2024,589.55003,4466.288106060606,1.3622245149898297e-50,0.0008978589533550856,68.10886055132238,5.236804194148333e-05,0.0007833367732534596,0.3188183385188015,0.00010709474885844546
232,58430,Centinela Solar Energy,CA,32.686944,-115.647778,174.8,Tier 3 (Acceptable),0.8348401289142695,0.7952548380621348,2.372240507625809e-31,0.6324302574612323,0.8545031952857263,0.934870759042076,1.2253654460759118,0.21136597176144856,138,12,2013,2024,5252.31407,38060.246884057975,1.6406428039613202e-40,0.0011066745710838475,19.034792344499152,7.234591835455463e-05,8.267899819167694e-06,0.259000558272736,0.008834372766116677
233,58383,Hyder II,AZ,33.027,-113.3489,14.0,Tier 2 (Good),0.8345972388496181,0.8156896521849683,6.166742990915627e-33,0.6653496086816345,0.8319284437223752,0.9224178491376837,1.2921204639097412,0.2254788059638103,133,12,2013,2024,416.11503000000005,3128.684436090226,2.578263911334422e-35,0.0009060944557999726,61.83645608884214,5.6144670954734165e-05,1.941152086610198e-05,0.2913457793637731,0.0045732535158905015
234,58845,Washington Airport Solar LLC,NC,35.565278,-77.053611,5.0,Tier 2 (Good),0.834519908671225,0.8912847940893831,3.859037766944818e-46,0.7943885841749541,0.8932015512804765,0.7283237438269051,1.1603419021594277,0.19632401319337897,131,11,2014,2024,100.48010000000001,767.0236641221375,1.3051298049342936e-46,0.0006953439620184987,56.59541132474105,3.114669336053544e-05,0.011030394344002183,0.22780297890837792,-0.000397071398920715
235,58553,Indy Solar III,IN,39.659444,-86.259722,8.6,Tier 2 (Good),0.8340293455313046,0.8312214494707794,3.3122025650244895e-35,0.6909290980603034,0.8412734038483506,0.9247279708623093,1.1511220911923885,0.3165950919913913,133,12,2013,2024,151.85302000000001,1141.752030075188,8.394658944665617e-37,0.0007403839172415678,40.71527008930609,4.326469502810471e-05,1.675485457148022e-05,0.36443960435437694,0.0032708969643502933
236,59558,Sandoval Solar Energy Center,NM,35.283611,-106.812778,6.1,Tier 2 (Good),0.8339477260173661,0.8121193278300308,1.2879528803015395e-29,0.6595378026351011,0.814489906516732,0.9904027143131566,1.287914850164078,0.25211862613957403,121,11,2014,2024,156.12302000000003,1290.2728925619836,6.521247730563999e-30,0.0008682069711250916,63.60796523221131,5.7182664803888855e-05,4.798481207781669e-09,0.3247073226081227,0.012314825211467924
237,60198,Rio Communities Solar Energy Center,NM,34.582598,-106.682975,10.0,Tier 2 (Good),0.8335289025175501,0.8198786486779742,1.1365008429834953e-27,0.6722009985580211,0.8183578908349551,0.9915042621581689,1.1968049457600725,0.230616542189312,109,10,2015,2024,219.134,2010.4036697247707,1.7071717622826616e-27,0.0008315243851572645,56.67125579475447,5.6135466674751906e-05,2.2560461357933432e-08,0.276003018266255,0.01710309256953093
238,59530,Pasquotank,NC,36.264722,-76.306111,20.0,Tier 2 (Good),0.8333343042048873,0.8285720353537783,9.264621668004417e-32,0.6865316177703029,0.8396220024386938,0.9308571884590403,1.2671079553935083,0.25523681449504315,121,11,2014,2024,398.2380600000001,3291.2236363636366,2.483973916948719e-33,0.0008424941941073763,49.80936455121568,5.2186724076010973e-05,3.182119378319775e-05,0.3234125981559663,0.004737176214196764
239,59619,Cibola,NM,35.20115,-107.245156,7.6,Tier 2 (Good),0.8328858378427406,0.8364242446024092,2.442971244493481e-32,0.6996055169587108,0.8289061387266772,0.9330082804060833,1.3095110642173202,0.20733410491441817,119,10,2015,2024,194.83707,1637.2863025210086,2.6864513651892846e-31,0.0008712174232374323,66.9070935263702,5.277800678763117e-05,8.122964061422737e-05,0.27150630437502526,0.0017757632197971077
240,58542,"Desert Sunlight 250, LLC",CA,33.8055,-115.3947,249.7,Tier 2 (Good),0.8323746317623741,0.8153843422786918,3.9219224296714704e-33,0.6648516256332548,0.814366762677839,0.9215400942385109,1.0784848038085888,0.20960476532372557,134,12,2013,2024,6305.56402,47056.44791044776,5.438933424918332e-33,0.0007932261319955665,45.803326032713414,4.901920219101516e-05,2.0503815013272027e-05,0.22605555420750348,0.007827900969108775
241,58856,Pate Farm,NC,34.816667,-79.199444,5.0,Tier 2 (Good),0.8321506680664325,0.8883478798568042,8.94044444964322e-46,0.789161955646079,0.8934295143584492,0.7256553673410362,1.1016069497802612,0.20338793549519754,132,11,2014,2024,98.71806,747.8640909090909,5.126733640895154e-47,0.0006708566898862784,53.846223873894246,3.0412316270906585e-05,0.011477509474870215,0.22405356324296907,-0.0010514985471149862
242,58213,Saddle Mountain Solar I,AZ,33.378333,-113.180833,15.0,Tier 2 (Good),0.8317843799158291,0.8109681173148561,2.7415254728026804e-32,0.6576692873012021,0.8316840268921966,0.9132893467609973,1.1593024133157808,0.21597541740752213,133,12,2012,2024,399.84103000000005,3006.3235338345867,2.8118648205022394e-35,0.0008145044480703029,55.24810528447074,5.134249436581661e-05,3.332674012830223e-05,0.2503808226174235,0.004748186416068459
243,57912,Grand Ridge Solar Farm,IL,41.143421,-88.758341,20.0,Tier 2 (Good),0.8313274884267702,0.8221944358331945,1.4353818151447554e-36,0.676003690315065,0.8256949314680515,0.9252742054284573,1.1138995468877961,0.34410779952476156,150,13,2012,2024,359.05696,2393.7130666666667,3.992353793654871e-37,0.0005840240039496719,51.94750181905961,3.392985655906968e-05,5.867395472127813e-06,0.3833015219711885,0.00310113872999147
244,59163,Highland Solar Center LLC,NC,35.363889,-77.451944,5.0,Tier 2 (Good),0.8309579076958618,0.8214718592845256,7.390103982408414e-28,0.6748160155963754,0.8145278809397286,0.9719086803132151,1.0922218335473046,0.21584814935203953,109,10,2015,2024,78.94805000000001,724.2940366972477,4.678330471786969e-27,0.0006659326067442471,52.25678502444623,4.468999177963573e-05,2.6336064930504067e-06,0.23575406145307706,0.009317563304275632
245,58348,Two Lines Farm,NC,35.629167,-81.326667,5.0,Tier 2 (Good),0.8308924501231547,0.884558127086055,6.8981923615081e-45,0.7824430801939893,0.8858011244339505,0.7406234265031424,1.120774244445214,0.21549044232019254,132,11,2014,2024,97.07373,735.4070454545454,3.557543422427923e-45,0.0006715291767164703,53.94473318074806,3.10565553576692e-05,0.009131145152725641,0.24151613767657876,-0.0010089995848899963
246,58206,West Gates Solar Station,CA,36.142222,-120.1325,10.0,Tier 2 (Good),0.8285005161734693,0.8686066770601113,6.42212999541642e-44,0.7544775594334084,0.8639566158623255,0.7567502042543948,1.069936265949078,0.2308351867391953,140,12,2013,2024,239.64208,1711.7291428571427,5.990827268467845e-43,0.0006710593990864144,57.02891720638655,3.2586960422022635e-05,0.004383569312082931,0.24697893774939278,-0.0004411421911421908
247,58863,Waco Farm,NC,35.352222,-81.426111,5.0,Tier 2 (Good),0.8282928370174026,0.8770010978777483,3.30312833388962e-43,0.7691309256787758,0.8763934725639979,0.7514463784672545,1.1187892267633095,0.21408905673280593,132,11,2014,2024,98.20707999999999,743.9930303030302,4.458531311685565e-43,0.0006722478282544845,54.44510934235056,3.23028228330955e-05,0.007667490523223757,0.23952053024058223,-0.0017914155251141557
248,59126,Daniel Farm LLC,NC,35.848889,-80.553611,5.0,Tier 2 (Good),0.8279761989161872,0.8707209514998955,2.837439459732115e-41,0.7581549753808834,0.873099108550713,0.769157124236176,1.1205536405831573,0.2209676157448214,130,11,2014,2024,95.83704999999999,737.2080769230769,9.354384284174306e-42,0.0006549819326718327,56.05442990535572,3.2697452646542504e-05,0.0056528791400194634,0.24760606627383983,-0.0005296969696969705
249,57959,Desert Green Solar Farm LLC,CA,33.27055,-116.34805,6.3,Tier 2 (Good),0.8267634075903251,0.8369132639630072,3.370481978350387e-33,0.7004238113972142,0.8353300586058944,0.8598177744037176,0.9443964635987324,0.20364797930133627,122,11,2014,2024,129.13604,1058.4921311475412,5.7249069079434494e-33,0.0008589849118372218,13.802865229679668,5.128237228192968e-05,0.0006886613585955145,0.19232443147120984,0.0014617719925939109
250,57373,Agua Caliente Solar Project,AZ,32.9774,-113.4945,347.7,Tier 3 (Acceptable),0.8265060674732957,0.763963638928347,1.5722889536145019e-30,0.5836404416046417,0.8474391986637696,0.9288081073925245,0.9936372034017769,0.20995515975968598,153,13,2012,2024,8953.506,58519.64705882353,2.2830065832346587e-43,0.00045012568738976794,87.61883666328382,3.093904505208405e-05,4.526180557179248e-06,0.20861925778338766,0.002762144193999716
251,57243,Cimarron Solar Facility,NM,36.468078,-104.635659,30.6,Tier 3 (Acceptable),0.8256922625765452,0.7643698642362545,4.927095546092705e-34,0.5842612893525502,0.7765502535282638,0.9451598613955343,1.086785040699197,0.2439770610271621,171,15,2010,2024,874.40607,5113.485789473684,9.784205937984024e-36,0.0005566782131432523,76.49548568610855,3.612164734175967e-05,1.0966537820913977e-07,0.26515062019807484,0.0016828327982639025
252,58846,"Washington Millfield Solar, LLC",NC,35.499444,-76.833611,5.0,Tier 2 (Good),0.8246594736666712,0.8042830712696274,2.1130880018789704e-31,0.6468712587309046,0.8098759575454163,0.9201873469928418,1.1216278444859025,0.2306641574883144,133,12,2013,2024,98.02808999999999,737.0533082706767,3.8484293772676664e-32,0.0006928208574621896,51.785432817093394,4.472423403343977e-05,2.228153172306897e-05,0.2587193417637748,0.005100241881406264
253,59454,Valencia Solar,AZ,32.145833,-110.866944,10.0,Tier 1 (Excellent),0.8230424041265294,0.9259605798191946,7.837388861600411e-57,0.8574029953790989,0.9207421746594103,0.5302649113344844,1.1967261668210623,0.10876578333260721,132,11,2014,2024,278.37107000000003,2108.8717424242423,5.5288642466100876e-55,0.0010073256582014015,31.098813172314664,3.602972300887677e-05,0.093354531344685,0.1301628589689212,0.0020102739726027405
254,59856,"SoINCPower6, LLC",NC,36.443,-76.581,5.0,Tier 2 (Good),0.8228422211799998,0.8205362829306337,3.0820953666974057e-28,0.673279791605621,0.8322675330564362,0.9265931178204696,1.2630060465769457,0.23811088834301536,111,10,2015,2024,90.43905,814.7662162162161,1.0833695082773628e-29,0.0008398663705055979,49.59955872612781,5.60385838703083e-05,0.00011618386347993571,0.3007354917330364,0.01284865781098658
255,59645,Mt Olive Solar 1,NC,35.181111,-78.096944,5.0,Tier 2 (Good),0.821184022464151,0.8283022433330212,1.8662446835046962e-30,0.6860846063105154,0.8312536039672472,0.8917381153138512,1.0410891792149761,0.2140188539194388,116,10,2015,2024,81.04104000000001,698.6296551724139,7.588812492429956e-31,0.0005995566352755493,54.729598565343906,3.7983524182771243e-05,0.0005263962813387755,0.22281271296351843,0.001486207278262073
